"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"757659945487728640","1500578223771500547","2022-03-06 21:05:02","32BeatWriters","So, reports out of Denver are that the Broncos are ready to offer the 9th pick this year, their second-round pick this year and next year’s first for Aaron Rodgers. To beat that, the Steelers would have to offer more. Anyone really believe that’s happening? Or prudent?","Twitter for iPhone",140,,,,false,true,0,135,,,"","","","","","","","","","","","",,"","","en",,,,,,,,,,,,,,,,"1500571751058661376","So, reports out of Denver are that the Broncos are ready to offer the 9th pick this year, their second-round pick this year and next year’s first for Aaron Rodgers. To beat that, the Steelers would have to offer more. Anyone really believe that’s happening? Or prudent?","2022-03-06 20:39:19","Twitter for iPhone",1402,135,"271023902","dlolley_pgh","Dale Lolley",30620,991,52129,"Washington, Pa.","Steelers beat writer since 1993, now for @DKPghSports. I talk about the Steelers and NFL on the radio and TV a lot, too.",true,,,,,,,"","","","https://twitter.com/32BeatWriters/status/1500578223771500547","NFL Beat Writers","Training camp","We follow all 32 NFL teams' beat writers so you don't have to, even though you should because they do great work. 
Creator of Little Football Guys - #LFG","https://t.co/EhQR4trGzl",false,44121,900,1343,24213,1622,"2016-07-25 19:33:02",false,"https://t.co/EhQR4trGzl","https://discord.gg/qqXkfc3GPs",,"https://pbs.twimg.com/profile_banners/757659945487728640/1645979972",,"http://pbs.twimg.com/profile_images/1484327856905674762/a3aIBH4E_normal.jpg"
"757659945487728640","1500200678140088321","2022-03-05 20:04:48","32BeatWriters","@FourVerts Same thing happened to me by an old man named Tom at his restaurant. Just an absolute annihilation. I never stood a chance","Twitter for iPhone",122,"1500200002454528001","3002642385","FourVerts",false,false,8,0,,,"","","","","","","","","","","","",,"","","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","https://twitter.com/32BeatWriters/status/1500200678140088321","NFL Beat Writers","Training camp","We follow all 32 NFL teams' beat writers so you don't have to, even though you should because they do great work. 
Creator of Little Football Guys - #LFG","https://t.co/EhQR4trGzl",false,44121,900,1343,24213,1622,"2016-07-25 19:33:02",false,"https://t.co/EhQR4trGzl","https://discord.gg/qqXkfc3GPs",,"https://pbs.twimg.com/profile_banners/757659945487728640/1645979972",,"http://pbs.twimg.com/profile_images/1484327856905674762/a3aIBH4E_normal.jpg"
"757659945487728640","1500199711621402634","2022-03-05 20:00:58","32BeatWriters","🏈 Is life","Twitter for iPhone",28,,,,false,true,0,2101,,,"","","","","","","","","","","","",,"","","en",,,,,,,,,,,,,,,,"1499917861497802760","🏈 Is life","2022-03-05 01:20:59","Twitter for iPhone",38547,2101,"2940825399","CalvinRidley1","CALVIN RIDLEY",148031,1022,5371,"lincoln park 17th","God First|Atlanta Falcons WR #18| RiseUp🦅|Broward County| snapchat: sliderid3|IG: justdoit_cb3 slideridddd🔴💰",true,,,,,,,"","","","https://twitter.com/32BeatWriters/status/1500199711621402634","NFL Beat Writers","Training camp","We follow all 32 NFL teams' beat writers so you don't have to, even though you should because they do great work. 
Creator of Little Football Guys - #LFG","https://t.co/EhQR4trGzl",false,44121,900,1343,24213,1622,"2016-07-25 19:33:02",false,"https://t.co/EhQR4trGzl","https://discord.gg/qqXkfc3GPs",,"https://pbs.twimg.com/profile_banners/757659945487728640/1645979972",,"http://pbs.twimg.com/profile_images/1484327856905674762/a3aIBH4E_normal.jpg"
"757659945487728640","1500134599690698752","2022-03-05 15:42:14","32BeatWriters","Contrary to an overnight report, the Packers have not lined up any trades for Aaron Rodgers, according to a source.","Twitter for iPhone",135,,,,false,true,0,83,,,"","","","","","","","","","","","",,"","","en",,,,,,,,,,,,,,,,"1500124634183880705","Contrary to an overnight report, the Packers have not lined up any trades for Aaron Rodgers, according to a source.","2022-03-05 15:02:38","Twitter for iPhone",945,83,"1087647560","mattschneidman","Matt Schneidman",51246,684,33576,"Green Bay","Green Bay Packers beat writer for The Athletic • Podcast: Head of the Pack • @dailyorange alum • mschneidman@theathletic.com",true,,,,,,,"","","","https://twitter.com/32BeatWriters/status/1500134599690698752","NFL Beat Writers","Training camp","We follow all 32 NFL teams' beat writers so you don't have to, even though you should because they do great work. 
Creator of Little Football Guys - #LFG","https://t.co/EhQR4trGzl",false,44121,900,1343,24213,1622,"2016-07-25 19:33:02",false,"https://t.co/EhQR4trGzl","https://discord.gg/qqXkfc3GPs",,"https://pbs.twimg.com/profile_banners/757659945487728640/1645979972",,"http://pbs.twimg.com/profile_images/1484327856905674762/a3aIBH4E_normal.jpg"
"757659945487728640","1499926609385693187","2022-03-05 01:55:45","32BeatWriters","Breece Hall (RB) 40-yard dash:

2nd attempt: 4.46u","Twitter for iPhone",71,,,,false,true,0,4,,,"","","","","","","","","","","","",,"","","en",,,,,,,,,,,,,,,,"1499924744703033345","Breece Hall (RB) 40-yard dash:

2nd attempt: 4.46u","2022-03-05 01:48:21","TweetDeck",32,4,"70624996","TheDraftNetwork","The Draft Network",79428,781,56739,"","It's Draft Day, Every Day For Football's 33rd Front Office. #FrontOffice33 | #FixYourFranchise | #NFLDraft",true,,,,,,,"","","","https://twitter.com/32BeatWriters/status/1499926609385693187","NFL Beat Writers","Training camp","We follow all 32 NFL teams' beat writers so you don't have to, even though you should because they do great work. 
Creator of Little Football Guys - #LFG","https://t.co/EhQR4trGzl",false,44121,900,1343,24213,1622,"2016-07-25 19:33:02",false,"https://t.co/EhQR4trGzl","https://discord.gg/qqXkfc3GPs",,"https://pbs.twimg.com/profile_banners/757659945487728640/1645979972",,"http://pbs.twimg.com/profile_images/1484327856905674762/a3aIBH4E_normal.jpg"
"757659945487728640","1499926529349926918","2022-03-05 01:55:26","32BeatWriters","🧵 Thread of all the RB 40 times ⬇️ https://t.co/10IgdedxBc","Twitter for iPhone",34,,,,true,false,11,1,,,"","","","","","","","","","","","",,"","","en","1499914769259765761","Tyler Allgeier (RB) 40-yard dash:

1st attempt: 4.64u","2022-03-05 01:08:42","TweetDeck",62,7,"70624996","TheDraftNetwork","The Draft Network",79428,781,56739,"","It's Draft Day, Every Day For Football's 33rd Front Office. #FrontOffice33 | #FixYourFranchise | #NFLDraft",true,,,,,,,,,,,,,,,,,,,,,,"","","","https://twitter.com/32BeatWriters/status/1499926529349926918","NFL Beat Writers","Training camp","We follow all 32 NFL teams' beat writers so you don't have to, even though you should because they do great work. 
Creator of Little Football Guys - #LFG","https://t.co/EhQR4trGzl",false,44121,900,1343,24213,1622,"2016-07-25 19:33:02",false,"https://t.co/EhQR4trGzl","https://discord.gg/qqXkfc3GPs",,"https://pbs.twimg.com/profile_banners/757659945487728640/1645979972",,"http://pbs.twimg.com/profile_images/1484327856905674762/a3aIBH4E_normal.jpg"
"757659945487728640","1499924053183934467","2022-03-05 01:45:36","32BeatWriters","With all eyes on #Packers QB Aaron Rodgers and his future, here is the latest: Sources say Rodgers is truly torn on where he wants to play in 2022. While many in the NFL expect him to return —  there's lots of positivity in Green Bay — he is going back and forth on what he wants.","Twitter for iPhone",139,,,,false,true,0,727,,,"","","","","","","","","","","","",,"","","en",,,,,,,,,,,,,,,,"1499924005234429958","With all eyes on #Packers QB Aaron Rodgers and his future, here is the latest: Sources say Rodgers is truly torn on where he wants to play in 2022. While many in the NFL expect him to return —  there's lots of positivity in Green Bay — he is going back and forth on what he wants.","2022-03-05 01:45:24","TweetDeck",6764,727,"16403943","RapSheet","Ian Rapoport",3181608,731,152968,"New York","National Insider for NFL Network and https://t.co/NIVZ6FP1b6. Husband of @thebanktress. Made seven cameos in the movie, Draft Day.",true,,,,,,,"","","","https://twitter.com/32BeatWriters/status/1499924053183934467","NFL Beat Writers","Training camp","We follow all 32 NFL teams' beat writers so you don't have to, even though you should because they do great work. 
Creator of Little Football Guys - #LFG","https://t.co/EhQR4trGzl",false,44121,900,1343,24213,1622,"2016-07-25 19:33:02",false,"https://t.co/EhQR4trGzl","https://discord.gg/qqXkfc3GPs",,"https://pbs.twimg.com/profile_banners/757659945487728640/1645979972",,"http://pbs.twimg.com/profile_images/1484327856905674762/a3aIBH4E_normal.jpg"
"757659945487728640","1499906451220975617","2022-03-05 00:35:39","32BeatWriters","This is bonkers.

We've now had the fastest WR class and the fastest OL class in #NFLCombine history since 2003. 

📺: #NFLCombine on @nflnetwork https://t.co/JVjCLNC5Fr","Twitter for iPhone",139,,,,false,true,0,201,,,"","","","","","","","","","","","",,"","","en",,,,,,,,,,,,,,,,"1499906252645847046","This is bonkers.

We've now had the fastest WR class and the fastest OL class in #NFLCombine history since 2003. 

📺: #NFLCombine on @nflnetwork https://t.co/JVjCLNC5Fr","2022-03-05 00:34:52","Twitter Web App",1197,201,"19426551","NFL","NFL",29179499,2734,235192,"","Year Of The 40-Yard Dash",true,,,,,,,"","","","https://twitter.com/32BeatWriters/status/1499906451220975617","NFL Beat Writers","Training camp","We follow all 32 NFL teams' beat writers so you don't have to, even though you should because they do great work. 
Creator of Little Football Guys - #LFG","https://t.co/EhQR4trGzl",false,44121,900,1343,24213,1622,"2016-07-25 19:33:02",false,"https://t.co/EhQR4trGzl","https://discord.gg/qqXkfc3GPs",,"https://pbs.twimg.com/profile_banners/757659945487728640/1645979972",,"http://pbs.twimg.com/profile_images/1484327856905674762/a3aIBH4E_normal.jpg"
"757659945487728640","1499872267987263495","2022-03-04 22:19:49","32BeatWriters","Cowboys hope to re-sign WR Michael Gallup, envisioning a bigger role for him amid real possibility that Amari Cooper is released.

Timeline for Gallup deal TBD. ""We're working on it,"" source informed tells @usatodaysports. ""But nothing imminent yet.""
https://t.co/3lSat7Bn3O","Twitter for iPhone",140,,,,false,true,0,5,,,"","","","","","","","","","","","",,"","","en",,,,,,,,,,,,,,,,"1499870226615357448","Cowboys hope to re-sign WR Michael Gallup, envisioning a bigger role for him amid real possibility that Amari Cooper is released.

Timeline for Gallup deal TBD. ""We're working on it,"" source informed tells @usatodaysports. ""But nothing imminent yet.""
https://t.co/3lSat7Bn3O","2022-03-04 22:11:42","Twitter Web App",15,5,"1602480314","JoriEpstein","Jori Epstein",17506,1240,21843,"Dallas, TX","🏈 @USATODAY Cowboys, NFL reporter
📚 Author: The Upstander
📝 @dallasnews, @SInow alum
✉ Send story pitches, kosher chicken to jepstein@usatoday.com",true,,,,,,,"","","","https://twitter.com/32BeatWriters/status/1499872267987263495","NFL Beat Writers","Training camp","We follow all 32 NFL teams' beat writers so you don't have to, even though you should because they do great work. 
Creator of Little Football Guys - #LFG","https://t.co/EhQR4trGzl",false,44121,900,1343,24213,1622,"2016-07-25 19:33:02",false,"https://t.co/EhQR4trGzl","https://discord.gg/qqXkfc3GPs",,"https://pbs.twimg.com/profile_banners/757659945487728640/1645979972",,"http://pbs.twimg.com/profile_images/1484327856905674762/a3aIBH4E_normal.jpg"
"757659945487728640","1499871786267287557","2022-03-04 22:17:54","32BeatWriters","How serious are the #Commanders in their search for a QB? Sources say they made a strong offer to the #Seahawks on Russell Wilson. It didn’t go anywhere. But a sign Washington is ready to deal. And given what they have on their roster, they may be a QB away.","Twitter for iPhone",140,,,,false,true,0,741,,,"","","","","","","","","","","","",,"","","en",,,,,,,,,,,,,,,,"1499871686216359942","How serious are the #Commanders in their search for a QB? Sources say they made a strong offer to the #Seahawks on Russell Wilson. It didn’t go anywhere. But a sign Washington is ready to deal. And given what they have on their roster, they may be a QB away.","2022-03-04 22:17:30","TweetDeck",5726,741,"16403943","RapSheet","Ian Rapoport",3181608,731,152968,"New York","National Insider for NFL Network and https://t.co/NIVZ6FP1b6. Husband of @thebanktress. Made seven cameos in the movie, Draft Day.",true,,,,,,,"","","","https://twitter.com/32BeatWriters/status/1499871786267287557","NFL Beat Writers","Training camp","We follow all 32 NFL teams' beat writers so you don't have to, even though you should because they do great work. 
Creator of Little Football Guys - #LFG","https://t.co/EhQR4trGzl",false,44121,900,1343,24213,1622,"2016-07-25 19:33:02",false,"https://t.co/EhQR4trGzl","https://discord.gg/qqXkfc3GPs",,"https://pbs.twimg.com/profile_banners/757659945487728640/1645979972",,"http://pbs.twimg.com/profile_images/1484327856905674762/a3aIBH4E_normal.jpg"
